Record Length,2.500000e+03,,   0.000000000000,  -3.20000,
Sample Interval,2.000000e-01,,   0.200000000000,  -3.20000,
Trigger Point,-0.000000000000e+00,,   0.400000000000,  -3.20000,
,,,   0.600000000000,  -3.20000,
,,,   0.800000000000,  -3.20000,
,,,   1.000000000000,  -3.20000,
Source,CH1,,   1.200000000000,  -3.20000,
Vertical Units,V,,   1.400000000000,  -3.20000,
Vertical Scale,5.000000e-01,,   1.600000000000,  -3.20000,
Vertical Offset,6.400000e-01,,   1.800000000000,  -3.20000,
Horizontal Units,s,,   2.000000000000,  -3.20000,
Horizontal Scale,5.000000e+01,,   2.200000000000,  -3.20000,
Pt Fmt,Y,,   2.400000000000,  -3.20000,
Yzero,0.000000e+00,,   2.600000000000,  -3.20000,
Probe Atten,1.000000e+01,,   2.800000000000,  -3.20000,
Model Number,TBS1052B,,   3.000000000000,  -3.20000,
Serial Number,C014253,,   3.200000000000,  -3.20000,
Firmware Version,FV:v2.52,,   3.400000000000,  -3.20000,
,,,3.600000000000,  -3.20000,
,,,3.800000000000,  -3.20000,
,,,4.000000000000,  -3.20000,
,,,4.200000000000,  -3.20000,
,,,4.400000000000,  -3.20000,
,,,4.600000000000,  -3.20000,
,,,4.800000000000,  -3.20000,
,,,5.000000000000,  -3.20000,
,,,5.200000000000,  -3.20000,
,,,5.400000000000,  -3.20000,
,,,5.600000000000,  -3.20000,
,,,5.800000000000,  -3.20000,
,,,6.000000000000,  -3.20000,
,,,6.200000000000,  -3.20000,
,,,6.400000000000,  -3.20000,
,,,6.600000000000,  -3.20000,
,,,6.800000000000,  -3.20000,
,,,7.000000000000,  -3.20000,
,,,7.200000000000,  -3.20000,
,,,7.400000000000,  -3.20000,
,,,7.600000000000,  -3.20000,
,,,7.800000000000,  -3.20000,
,,,8.000000000000,  -3.20000,
,,,8.200000000000,  -3.20000,
,,,8.400000000000,  -3.20000,
,,,8.600000000000,  -3.20000,
,,,8.800000000000,  -3.20000,
,,,9.000000000000,  -3.20000,
,,,9.200000000000,  -3.20000,
,,,9.400000000000,  -3.20000,
,,,9.600000000000,  -3.20000,
,,,9.800000000000,  -3.20000,
,,,10.000000000000,  -3.20000,
,,,10.200000000000,  -3.20000,
,,,10.400000000000,  -3.20000,
,,,10.600000000000,  -3.20000,
,,,10.800000000000,  -3.20000,
,,,11.000000000000,  -3.20000,
,,,11.200000000000,  -3.20000,
,,,11.400000000000,  -3.20000,
,,,11.600000000000,  -3.20000,
,,,11.800000000000,  -3.20000,
,,,12.000000000000,  -3.20000,
,,,12.200000000000,  -3.20000,
,,,12.400000000000,  -3.20000,
,,,12.600000000000,  -3.20000,
,,,12.800000000000,  -3.20000,
,,,13.000000000000,  -3.20000,
,,,13.200000000000,  -3.20000,
,,,13.400000000000,  -3.20000,
,,,13.600000000000,  -3.20000,
,,,13.800000000000,  -3.20000,
,,,14.000000000000,  -3.20000,
,,,14.200000000000,  -3.20000,
,,,14.400000000000,  -3.20000,
,,,14.600000000000,  -3.20000,
,,,14.800000000000,  -3.20000,
,,,15.000000000000,  -3.20000,
,,,15.200000000000,  -3.20000,
,,,15.400000000000,  -3.20000,
,,,15.600000000000,  -3.20000,
,,,15.800000000000,  -3.20000,
,,,16.000000000000,  -3.20000,
,,,16.200000000000,  -3.20000,
,,,16.400000000000,  -3.20000,
,,,16.600000000000,  -3.20000,
,,,16.800000000000,  -3.20000,
,,,17.000000000000,  -2.12000,
,,,17.200000000000,  -2.12000,
,,,17.400000000000,  -2.10000,
